Index	Label
1090	0
1091	8
1092	6
1093	5
1094	5
1095	1
1096	5
1097	4
1098	0
1099	6
1100	3
1101	1
1102	2
1103	0
1104	9
1105	0
1106	3
1107	7
1108	6
1109	1
1110	9
1111	0
1112	9
1113	0
1114	4
1115	3
1116	4
1117	1
1118	9
1119	6
1120	3
1121	5
1122	9
1123	0
1124	5
1125	7
1126	7
1127	8
1128	8
1129	1
1130	2
1131	9
1132	2
1133	4
1134	1
1135	2
1136	7
1137	7
1138	3
1139	4
1140	1
1141	9
1142	6
1143	0
1144	7
1145	0
1146	0
1147	2
1148	0
1149	8
1150	1
1151	6
1152	0
1153	9
1154	7
1155	0
1156	0
1157	2
1158	7
1159	4
1160	7
1161	7
1162	0
1163	2
1164	1
1165	8
1166	9
1167	1
1168	4
1169	7
1170	9
1171	7
1172	9
1173	1
1174	5
1175	9
1176	4
1177	6
1178	9
1179	9
1180	3
1181	9
1182	6
1183	7
1184	3
1185	1
1186	8
1187	5
1188	2
1189	7
1190	8
1191	8
1192	5
1193	1
1194	1
1195	0
1196	7
1197	9
1198	7
1199	6
1200	0
1201	1
1202	7
1203	7
1204	8
1205	1
1206	7
1207	8
1208	9
1209	9
1210	4
1211	1
1212	2
1213	4
1214	8
1215	4
1216	9
1217	3
1218	1
1219	4
1220	8
1221	4
1222	0
1223	1
1224	0
1225	5
1226	6
1227	0
1228	8
1229	3
1230	7
1231	5
1232	2
1233	6
1234	9
1235	6
1236	9
1237	0
1238	2
1239	7
1240	2
1241	7
1242	4
1243	3
1244	5
1245	2
1246	7
1247	4
1248	3
1249	6
1250	0
1251	2
1252	2
1253	6
1254	5
1255	9
1256	5
1257	0
1258	5
1259	1
1260	8
1261	8
1262	6
1263	0
1264	3
1265	3
1266	9
1267	8
1268	3
1269	1
1270	4
1271	4
1272	0
1273	3
1274	7
1275	4
1276	1
1277	6
1278	7
1279	9
1280	0
1281	8
1282	7
1283	3
1284	6
1285	6
1286	3
1287	9
1288	9
1289	2
1290	5
1291	0
1292	0
1293	2
1294	8
1295	3
1296	4
1297	1
1298	5
1299	1
1300	6
1301	3
1302	4
1303	2
1304	1
1305	7
1306	4
1307	7
1308	2
1309	5
1310	8
1311	9
1312	0
1313	5
1314	9
1315	7
1316	1
1317	7
1318	8
1319	3
1320	6
1321	9
1322	1
1323	8
1324	7
1325	3
1326	1
1327	2
1328	1
1329	1
1330	6
1331	0
1332	0
1333	4
1334	6
1335	9
1336	9
1337	8
1338	6
1339	4
1340	8
1341	8
1342	3
1343	1
1344	3
1345	4
1346	6
1347	4
1348	2
1349	0
1350	8
1351	4
1352	7
1353	7
1354	2
1355	2
1356	6
1357	5
1358	6
1359	5
1360	5
1361	9
1362	1
1363	5
1364	2
1365	0
1366	7
1367	3
1368	2
1369	6
1370	6
1371	7
1372	5
1373	6
1374	1
1375	7
1376	5
1377	3
1378	1
1379	6
1380	2
1381	5
1382	6
1383	7
1384	1
1385	8
1386	2
1387	1
1388	7
1389	9
1390	3
1391	1
1392	2
1393	7
1394	3
1395	2
1396	0
1397	2
1398	3
1399	8
1400	4
1401	8
1402	5
1403	6
1404	7
1405	4
1406	9
1407	7
1408	7
1409	8
1410	6
1411	4
1412	1
1413	9
1414	5
1415	2
1416	1
1417	6
1418	4
1419	6
1420	2
1421	4
1422	9
1423	9
1424	4
1425	4
1426	8
1427	8
1428	9
1429	5
1430	8
1431	2
1432	9
1433	3
1434	2
1435	7
1436	8
1437	9
1438	4
1439	7
1440	7
1441	1
1442	0
1443	7
1444	7
1445	9
1446	6
1447	4
1448	1
1449	9
1450	9
1451	9
1452	3
1453	1
1454	6
1455	0
1456	1
1457	7
1458	3
1459	0
1460	9
1461	6
1462	7
1463	1
1464	3
1465	2
1466	9
1467	1
1468	1
1469	1
1470	8
1471	3
1472	7
1473	1
1474	8
1475	3
1476	2
1477	8
1478	7
1479	2
1480	7
1481	5
1482	5
1483	5
1484	0
1485	8
1486	4
1487	3
1488	2
1489	9
1490	1
1491	1
1492	2
1493	0
1494	1
1495	6
1496	2
1497	0
1498	8
1499	0
1500	5
1501	4
1502	3
1503	0
1504	4
1505	4
1506	3
1507	7
1508	9
1509	7
1510	8
1511	3
1512	7
1513	0
1514	4
1515	4
1516	9
1517	8
1518	1
1519	4
1520	2
1521	2
1522	2
1523	9
1524	9
1525	7
1526	3
1527	1
1528	3
1529	7
1530	8
1531	1
1532	8
1533	7
1534	6
1535	2
1536	2
1537	4
1538	3
1539	0
1540	8
1541	1
1542	2
1543	1
1544	2
1545	5
1546	7
1547	1
1548	2
1549	6
1550	2
1551	9
1552	5
1553	0
1554	4
1555	9
1556	8
1557	7
1558	8
1559	4
1560	5
1561	0
1562	1
1563	8
1564	8
1565	5
1566	4
1567	1
1568	8
1569	7
1570	0
1571	3
1572	6
1573	7
1574	2
1575	6
1576	5
1577	5
1578	7
1579	3
1580	7
1581	9
1582	3
1583	7
1584	9
1585	1
1586	4
1587	9
1588	4
1589	1
1590	7
1591	0
1592	2
1593	5
1594	3
1595	4
1596	2
1597	9
1598	4
1599	1
1600	0
1601	7
1602	5
1603	8
1604	7
1605	6
1606	1
1607	0
1608	3
1609	1
1610	8
1611	1
1612	9
1613	9
1614	6
1615	0
1616	0
1617	4
1618	4
1619	5
1620	8
1621	1
1622	9
1623	5
1624	5
1625	8
1626	2
1627	0
1628	7
1629	5
1630	0
1631	6
1632	7
1633	3
1634	7
1635	0
1636	1
1637	6
1638	5
1639	8
1640	6
1641	8
1642	9
1643	9
1644	6
1645	8
1646	7
1647	4
1648	0
1649	8
1650	7
1651	5
1652	4
1653	0
1654	2
1655	9
1656	2
1657	7
1658	8
1659	8
1660	9
1661	3
1662	0
1663	1
1664	4
1665	1
1666	7
1667	4
1668	5
1669	5
1670	4
1671	3
1672	0
1673	1
1674	6
1675	5
1676	2
1677	6
1678	1
1679	0
1680	2
1681	6
1682	0
1683	9
1684	9
1685	2
1686	8
1687	4
1688	3
1689	6
1690	7
1691	4
1692	4
1693	4
1694	2
1695	0
1696	9
1697	3
1698	1
1699	0
1700	2
1701	3
1702	1
1703	3
1704	7
1705	5
1706	4
1707	2
1708	8
1709	8
1710	1
1711	6
1712	8
1713	3
1714	1
1715	5
1716	6
1717	8
1718	3
1719	2
1720	8
1721	2
1722	4
1723	9
1724	3
1725	4
1726	4
1727	2
1728	6
1729	1
1730	8
1731	5
1732	2
1733	4
1734	1
1735	6
1736	1
1737	7
1738	6
1739	7
1740	4
1741	8
1742	6
1743	4
1744	2
1745	9
1746	8
1747	2
1748	0
1749	3
1750	7
1751	1
1752	4
1753	1
1754	4
1755	0
1756	3
1757	2
1758	6
1759	1
1760	4
1761	1
1762	9
1763	2
1764	3
1765	3
1766	1
1767	1
1768	9
1769	0
1770	5
1771	0
1772	4
1773	2
1774	4
1775	6
1776	4
1777	8
1778	6
1779	7
1780	5
1781	2
1782	8
1783	0
1784	4
1785	6
1786	7
1787	6
1788	3
1789	0
1790	4
1791	3
1792	5
1793	5
1794	9
1795	9
1796	1
1797	3
1798	0
1799	3
1800	2
1801	7
1802	2
1803	5
1804	1
1805	6
1806	6
1807	3
1808	9
1809	5
1810	5
1811	4
1812	2
1813	2
1814	5
1815	9
1816	4
1817	1
1818	7
1819	9
1820	8
1821	0
1822	1
1823	2
1824	5
1825	0
1826	8
1827	2
1828	6
1829	1
1830	2
1831	0
1832	3
1833	2
1834	2
1835	5
1836	9
1837	9
1838	8
1839	7
1840	5
1841	6
1842	9
1843	9
1844	7
1845	7
1846	7
1847	9
1848	3
1849	3
1850	6
1851	5
1852	7
1853	4
1854	3
1855	8
1856	9
1857	4
1858	1
1859	4
1860	3
1861	9
1862	8
1863	2
1864	6
1865	0
1866	3
1867	5
1868	6
1869	6
1870	6
1871	3
1872	8
1873	6
1874	7
1875	1
1876	8
1877	5
1878	8
1879	5
1880	5
1881	7
1882	4
1883	7
1884	5
1885	6
1886	1
1887	7
1888	6
1889	5
1890	3
1891	6
1892	4
1893	8
1894	6
1895	0
1896	3
1897	3
1898	0
1899	7
1900	8
1901	2
1902	3
1903	1
1904	9
1905	4
1906	9
1907	0
1908	8
1909	0
1910	5
1911	2
1912	6
1913	1
1914	6
1915	9
1916	7
1917	8
1918	2
1919	2
1920	5
1921	1
1922	9
1923	0
1924	6
1925	9
1926	3
1927	8
1928	5
1929	6
1930	3
1931	6
1932	3
1933	2
1934	1
1935	0
1936	5
1937	6
1938	6
1939	2
1940	3
1941	1
1942	7
1943	8
1944	5
1945	8
1946	2
1947	3
1948	5
1949	1
1950	4
1951	3
1952	8
1953	1
1954	8
1955	1
1956	6
1957	4
1958	2
1959	1
1960	1
1961	5
1962	6
1963	1
1964	4
1965	6
1966	7
1967	9
1968	8
1969	5
1970	3
1971	0
1972	9
1973	6
1974	0
1975	4
1976	0
1977	0
1978	4
1979	9
1980	3
1981	7
1982	1
1983	1
1984	3
1985	2
1986	5
1987	6
1988	1
1989	7
1990	4
1991	5
1992	6
1993	9
1994	8
1995	6
1996	2
1997	1
1998	6
1999	1
2000	0
2001	5
2002	9
2003	6
2004	8
2005	0
2006	5
2007	4
2008	6
2009	4
2010	0
2011	2
2012	6
2013	9
2014	9
2015	8
2016	5
2017	2
2018	7
2019	8
2020	5
2021	9
2022	1
2023	1
2024	1
2025	3
2026	3
2027	4
2028	9
2029	5
2030	7
2031	0
2032	8
2033	4
2034	2
2035	2
2036	2
2037	0
2038	1
2039	9
2040	2
2041	2
2042	1
2043	6
2044	2
2045	9
2046	1
2047	0
2048	6
2049	9
2050	1
2051	5
2052	3
2053	8
2054	5
2055	1
2056	4
2057	6
2058	5
2059	0
2060	2
2061	7
2062	3
2063	7
2064	1
2065	7
2066	5
2067	9
2068	6
2069	6
2070	1
2071	6
2072	8
2073	7
2074	8
2075	4
2076	3
2077	1
2078	8
2079	7
2080	3
2081	2
2082	3
2083	7
2084	1
2085	4
2086	5
2087	8
2088	5
2089	3
2090	5
2091	1
2092	9
2093	7
2094	2
2095	5
2096	8
2097	9
2098	5
2099	9
2100	1
2101	9
2102	8
2103	2
2104	3
2105	8
2106	0
2107	3
2108	7
2109	9
2110	4
2111	6
2112	7
2113	8
2114	8
2115	1
2116	5
2117	9
2118	7
2119	9
2120	2
2121	6
2122	2
2123	3
2124	4
2125	9
2126	3
2127	8
2128	1
2129	1
2130	8
2131	6
2132	4
2133	5
2134	8
2135	2
2136	8
2137	0
2138	3
2139	1
2140	9
2141	3
2142	4
2143	0
2144	9
2145	0
2146	7
2147	8
2148	8
2149	5
2150	7
2151	8
2152	1
2153	8
2154	9
2155	4
2156	5
2157	5
2158	2
2159	2
2160	7
2161	8
2162	2
2163	9
2164	2
2165	3
2166	5
2167	5
2168	6
2169	0
2170	1
2171	0
2172	2
2173	0
2174	6
2175	0
2176	0
2177	7
2178	1
2179	4
2180	6
2181	1
2182	3
2183	7
2184	8
2185	7
2186	2
2187	4
2188	8
2189	6
2190	9
2191	8
2192	0
2193	9
2194	5
2195	3
2196	7
2197	6
2198	6
2199	3
2200	0
2201	1
2202	4
2203	4
2204	9
2205	9
2206	7
2207	4
2208	9
2209	0
2210	1
2211	6
2212	1
2213	3
2214	2
2215	4
2216	0
2217	6
2218	9
2219	9
2220	6
2221	7
2222	5
2223	7
2224	7
2225	2
2226	7
2227	5
2228	6
2229	4
2230	2
2231	7
2232	9
2233	2
2234	6
2235	0
2236	6
2237	4
2238	9
2239	8
2240	1
2241	8
2242	9
2243	2
2244	1
2245	0
2246	9
2247	4
2248	8
2249	3
2250	8
2251	2
2252	8
2253	7
2254	8
2255	2
2256	1
2257	5
2258	4
2259	6
2260	7
2261	2
2262	3
2263	7
2264	9
2265	9
2266	6
2267	1
2268	2
2269	4
2270	6
2271	1
2272	5
2273	6
2274	8
2275	1
2276	5
2277	7
2278	7
2279	7
2280	2
2281	1
2282	9
2283	9
2284	0
2285	0
2286	9
2287	3
2288	2
2289	7
2290	0
2291	9
2292	3
2293	3
2294	7
2295	1
2296	3
2297	6
2298	0
2299	1
2300	5
2301	9
2302	4
2303	5
2304	1
2305	8
2306	9
2307	8
2308	8
2309	3
2310	5
2311	6
2312	9
2313	4
2314	1
2315	9
2316	2
2317	6
2318	6
2319	3
2320	4
2321	4
2322	6
2323	2
2324	1
2325	6
2326	7
2327	2
2328	6
2329	6
2330	3
2331	3
2332	4
2333	4
2334	8
2335	0
2336	9
2337	6
2338	6
2339	7
2340	2
2341	2
2342	3
2343	9
2344	7
2345	6
2346	1
2347	6
2348	7
2349	2
2350	1
2351	7
2352	3
2353	8
2354	3
2355	1
2356	3
2357	6
2358	1
2359	0
2360	8
2361	1
2362	3
2363	8
2364	2
2365	8
2366	8
2367	2
2368	5
2369	0
2370	1
2371	2
2372	0
2373	7
2374	1
2375	0
2376	7
2377	2
2378	4
2379	6
2380	3
2381	3
2382	3
2383	0
2384	7
2385	1
2386	5
2387	5
2388	8
2389	6
2390	9
2391	8
2392	5
2393	8
2394	5
2395	8
2396	3
2397	7
2398	6
2399	0
2400	1
2401	5
2402	3
2403	8
2404	1
2405	1
2406	2
2407	9
2408	3
2409	3
2410	3
2411	2
2412	5
2413	0
2414	7
2415	6
2416	6
2417	9
2418	3
2419	4
2420	0
2421	7
2422	1
2423	5
2424	0
2425	8
2426	8
2427	0
2428	9
2429	7
2430	7
2431	3
2432	7
2433	3
2434	5
2435	7
2436	6
2437	1
2438	8
2439	5
2440	8
2441	3
2442	0
2443	4
2444	1
2445	6
2446	7
2447	0
2448	7
2449	1
2450	7
2451	7
2452	3
2453	1
2454	5
2455	5
2456	9
2457	6
2458	8
2459	0
2460	9
2461	9
2462	8
2463	5
2464	2
2465	7
2466	4
2467	5
2468	5
2469	4
2470	0
2471	5
2472	1
2473	7
2474	2
2475	8
2476	5
2477	1
2478	0
2479	3
2480	1
2481	6
2482	5
2483	2
2484	6
2485	8
2486	0
2487	2
2488	1
2489	1
2490	9
2491	2
2492	8
2493	4
2494	6
2495	6
2496	7
2497	9
2498	6
2499	8
2500	5
2501	5
2502	6
2503	9
2504	1
2505	8
2506	3
2507	6
2508	7
2509	4
2510	6
2511	3
2512	2
2513	0
2514	2
2515	6
2516	2
2517	3
2518	0
2519	2
2520	3
2521	5
2522	8
2523	8
2524	9
2525	8
2526	8
2527	8
2528	1
2529	2
2530	2
2531	0
2532	3
2533	7
2534	8
2535	7
2536	1
2537	9
2538	4
2539	4
2540	4
2541	0
2542	3
2543	6
2544	2
2545	8
2546	6
2547	1
2548	4
2549	6
2550	4
2551	4
2552	1
2553	0
2554	4
2555	5
2556	4
2557	2
2558	2
2559	3
2560	9
2561	2
2562	8
2563	8
2564	7
2565	3
2566	9
2567	3
2568	3
2569	5
2570	5
2571	2
2572	7
2573	5
2574	6
2575	1
2576	8
2577	4
2578	0
2579	1
2580	6
2581	0
2582	1
2583	4
2584	2
2585	3
2586	6
2587	4
2588	7
2589	9
2590	1
2591	7
2592	3
2593	7
2594	5
2595	7
2596	5
2597	0
2598	6
2599	5
2600	0
2601	8
2602	4
2603	2
2604	4
2605	9
2606	9
2607	6
2608	3
2609	7
2610	8
2611	3
2612	1
2613	2
2614	3
2615	8
2616	4
2617	5
2618	9
2619	9
2620	0
2621	4
2622	0
2623	3
2624	5
2625	9
2626	2
2627	4
2628	8
2629	0
2630	0
2631	5
2632	1
2633	2
2634	1
2635	8
2636	7
2637	3
2638	5
2639	8
2640	9
2641	9
2642	7
2643	4
2644	1
2645	7
2646	4
2647	1
2648	0
2649	6
2650	4
2651	9
2652	3
2653	5
2654	8
2655	3
2656	6
2657	3
2658	6
2659	3
2660	9
2661	3
2662	3
2663	7
2664	6
2665	5
2666	1
2667	0
2668	0
2669	8
2670	0
2671	4
2672	5
2673	2
2674	3
2675	1
2676	5
2677	8
2678	1
2679	9
2680	1
2681	9
2682	0
2683	5
2684	2
2685	7
2686	8
2687	0
2688	5
2689	3
2690	6
2691	9
2692	0
2693	3
2694	9
2695	8
2696	9
2697	7
2698	3
2699	1
2700	2
2701	3
2702	0
2703	1
2704	5
2705	9
2706	6
2707	0
2708	3
2709	3
2710	2
2711	7
2712	8
2713	9
2714	8
2715	0
2716	5
2717	0
2718	8
2719	9
2720	7
2721	8
2722	5
2723	9
2724	6
2725	8
2726	9
2727	9
2728	7
2729	5
2730	5
2731	0
2732	0
2733	8
2734	9
2735	1
2736	2
2737	2
2738	6
2739	2
2740	7
2741	9
2742	1
2743	3
2744	2
2745	3
2746	7
2747	4
2748	3
2749	9
2750	4
2751	8
2752	4
2753	4
2754	6
2755	1
2756	8
2757	9
2758	7
2759	4
2760	6
2761	4
2762	6
2763	4
2764	3
2765	9
2766	5
2767	3
2768	1
2769	0
2770	6
2771	9
2772	0
2773	4
2774	7
2775	4
2776	8
2777	2
2778	1
2779	9
2780	7
2781	1
2782	9
2783	3
2784	3
2785	3
2786	1
2787	3
2788	2
2789	6
2790	8
2791	1
2792	8
2793	4
2794	1
2795	7
2796	2
2797	2
2798	1
2799	4
2800	6
2801	6
2802	2
2803	7
2804	1
2805	9
2806	1
2807	9
2808	5
2809	2
2810	9
2811	8
2812	3
2813	2
2814	5
2815	3
2816	6
2817	4
2818	3
2819	3
2820	1
2821	5
2822	2
2823	5
2824	9
2825	6
2826	6
2827	5
2828	4
2829	2
2830	9
2831	5
2832	4
2833	0
2834	6
2835	1
2836	3
2837	4
2838	2
2839	4
2840	4
2841	5
2842	2
2843	4
2844	9
2845	4
2846	2
2847	1
2848	9
2849	9
2850	2
2851	6
2852	8
2853	2
2854	2
2855	7
2856	3
2857	5
2858	9
2859	6
2860	4
2861	2
2862	3
2863	7
2864	1
2865	0
2866	5
2867	1
2868	7
2869	9
2870	5
2871	4
2872	0
2873	2
2874	3
2875	4
2876	9
2877	9
2878	5
2879	5
2880	5
2881	3
2882	8
2883	4
2884	4
2885	1
2886	6
2887	7
2888	8
2889	2
2890	3
2891	3
2892	3
2893	2
2894	2
2895	7
2896	7
2897	5
2898	3
2899	0
2900	1
2901	5
2902	1
2903	8
2904	7
2905	8
2906	5
2907	6
2908	5
2909	8
2910	0
2911	9
2912	4
2913	9
2914	8
2915	3
2916	7
2917	9
2918	2
2919	8
2920	8
2921	5
2922	0
2923	5
2924	5
2925	0
2926	0
2927	4
2928	2
2929	2
2930	3
2931	9
2932	1
2933	6
2934	4
2935	9
2936	9
2937	5
2938	0
2939	2
2940	6
2941	1
2942	7
2943	7
2944	8
2945	0
2946	8
2947	5
2948	1
2949	6
2950	6
2951	0
2952	9
2953	7
2954	5
2955	9
2956	9
2957	3
2958	1
2959	8
2960	8
2961	2
2962	7
2963	9
2964	9
2965	9
2966	1
2967	2
2968	4
2969	9
2970	1
2971	6
2972	9
2973	4
2974	2
2975	0
2976	8
2977	8
2978	8
2979	4
2980	2
2981	4
2982	8
2983	6
2984	2
2985	1
2986	1
2987	3
2988	3
2989	1
2990	7
2991	4
2992	8
2993	7
2994	0
2995	3
2996	2
